ASSESSID,commonname,stocklong,scientificname,Years,TB,SSB,TN,R,TC,TL,F,ER,REGION,EW
HERRSOG,Pacific herring,Pacific herring Straight of Georgia,Clupea pallasii,2001,93964.34,77584.34,,1469500000,16380,,0.169,0.17432145,N Pacific,E
HERRSOG,Pacific herring,Pacific herring Straight of Georgia,Clupea pallasii,2002,118396.78,99783.78,,1307800000,18613,,0.154,0.157208667,N Pacific,E
HERRSOG,Pacific herring,Pacific herring Straight of Georgia,Clupea pallasii,2003,119936.35,99560.35,,862500000,20376,,0.162,0.169890113,N Pacific,E
HERRSOG,Pacific herring,Pacific herring Straight of Georgia,Clupea pallasii,2004,123284.01,109683.01,,1024800000,13601,,0.103,0.110322498,N Pacific,E
HERRSOG,Pacific herring,Pacific herring Straight of Georgia,Clupea pallasii,2005,112771.8,94557.8,,,18214,,0.153,0.161512009,N Pacific,E
HERRSOG,Pacific herring,Pacific herring Straight of Georgia,Clupea pallasii,2006,90360.81,72404.81,,,17956,,0.178,0.198714465,N Pacific,E
HERRSOG,Pacific herring,Pacific herring Straight of Georgia,Clupea pallasii,2007,75516.21,65694.21,,,9822,,0.113,0.13006479,N Pacific,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1956,,,,1030679000,,,,,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1957,386792,174398,,2009074000,,43438,0.2993,0.112303253,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1958,471412,187830,,2051919000,,59669,0.3536,0.126575055,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1959,505691,197825,,605231000,,65221,0.3288,0.128974018,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1960,403413,229110,,1249162000,,63759,0.2128,0.158048947,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1961,411009,229080,,2240089000,,46353,0.1397,0.112778552,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1962,514435,218288,,2071905000,,58195,0.2217,0.113124107,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1963,546736,240738,,963114000,,49030,0.1956,0.089677651,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1964,498947,285512,,7747943000,,64234,0.1635,0.128739125,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1965,1087101,294012,,1058405000,,68669,0.1672,0.063167084,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1966,825253,407680,,2485734000,,100619,0.2022,0.121925034,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1967,810936,441171,,4091826000,,90400,0.196,0.111476121,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1968,936932,421337,,2996445000,,84614,0.1471,0.090309649,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1969,966910,460042,,3438117000,,107170,0.2476,0.110837617,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1970,990440,433059,,9564545000,,165930,0.3647,0.167531602,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1971,1506916,308128,,2674778000,,207167,0.7983,0.137477471,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1972,1108577,436835,,1073108000,,164756,0.3688,0.148619356,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1973,798369,382076,,1669559000,,210270,0.6093,0.263374455,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1974,574028,201883,,2087623000,,178160,0.9622,0.310368135,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1975,431810,105647,,599081000,,114001,0.9153,0.264007318,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1976,260989,71891,,615080000,,93642,1.0802,0.358796731,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1977,160357,50275,,906923000,,41341,1.0181,0.25780602,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1978,167881,46608,,1214030000,,22156,0.7166,0.131974434,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1979,213564,70607,,877303000,,60,0.0008,0.000280946,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1980,249380,120278,,1653290000,,306,0.0004,0.001227043,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1981,361284,129730,,763072000,,51420,0.368,0.142325705,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1982,302177,107109,,2915059000,,92360,0.6861,0.305648676,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1983,418529,78734,,1110270000,,63523,0.7292,0.151776818,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1984,345656,116420,,1185789000,,56012,0.5328,0.162045502,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1985,340823,142534,,875469000,,39142,0.329,0.114845536,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1986,306436,127401,,2051745000,,70764,0.5501,0.23092587,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1987,368800,116879,,876338000,,44360,0.3637,0.120281996,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1988,323143,140689,,806790000,,35591,0.2999,0.110140093,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1989,304884,155587,,426677000,,34026,0.2591,0.111603102,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1990,258048,145013,,376175000,,44693,0.3676,0.17319646,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1991,199166,118059,,788857000,,28529,0.2765,0.14324232,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1992,184941,91153,,574682000,,28985,0.3018,0.156725658,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1993,176090,92859,,842040000,,31778,0.2601,0.180464535,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1994,170142,85041,,603039000,,24430,0.2358,0.143585946,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1995,151836,67752,,914121000,,29575,0.2723,0.194782529,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1996,186061,105933,,1463902000,,26105,0.176,0.140303449,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1997,203675,68773,,486706000,,35233,0.5293,0.172986375,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1998,182886,97683,,303901000,,33353,0.5206,0.182370438,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,1999,140855,81518,,1641178000,,29736,0.3214,0.211110717,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,2000,199263,69353,,1093739000,,18322,0.2519,0.091948831,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,2001,221656,113311,,1142677000,,24556,0.2023,0.110784278,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,2002,254838,132036,,446257000,,32914,0.3575,0.129156562,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,2003,212373,132540,,266886000,,28081,0.2247,0.132224906,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,2004,167365,116523,,312348000,,25021,0.2022,0.149499597,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,2005,140041,96873,,535371000,,14129,0.1219,0.100891882,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,2006,161136,92837,,277382000,,27346,0.2244,0.169707576,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,2007,141374,91319,,342339000,,29616,0.2807,0.209486893,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,2008,128845,90128,,630167000,,16054,0.1522,0.124599325,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,2009,165976,74800,,588137000,,18508,0.2376,0.111510098,N Atlantic,E
HERRVIa,Herring,Herring ICES VIa,Clupea harengus,2010,774993,61649,,,,19877,0.2656,0.025647974,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1956,,,,164914000,,,,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1957,,27919,,314960000,,5070,0.2376,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1958,,27184,,458798000,,6825,0.3459,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1959,,35590,,251699000,,5226,0.2207,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1960,,47791,,198999000,,5401,0.1027,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1961,,48742,,275968000,,6182,0.1279,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1962,,52485,,301699000,,7399,0.1432,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1963,,63261,,287407000,,5059,0.0898,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1964,,65273,,2339280000,,6169,0.095,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1965,,70898,,163047000,,8016,0.1317,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1966,,178130,,460967000,,12215,0.2061,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1967,,107039,,538784000,,18881,0.242,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1968,,148288,,348247000,,20731,0.1765,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1969,,136716,,403439000,,19607,0.1751,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1970,,113464,,814028000,,20306,0.1965,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1971,,96914,,732031000,,15044,0.1716,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1972,,102957,,532671000,,23474,0.2065,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1973,,133671,,586882000,,36719,0.288,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1974,,89334,,405601000,,36589,0.4527,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1975,,96916,,684093000,,38764,0.4413,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1976,,67267,,573730000,,32767,0.5039,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1977,,76190,,1044225000,,20567,0.3212,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1978,,71640,,969039000,,19715,0.265,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1979,,103681,,529029000,,22608,0.2749,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1980,,99142,,670425000,,30124,0.3973,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1981,,99926,,693875000,,24922,0.3179,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1982,,110461,,2290963000,,19209,0.2295,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1983,,105641,,951764000,,32988,0.3676,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1984,,179556,,1218518000,,27450,0.2088,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1985,,184105,,938418000,,23343,0.1745,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1986,,218303,,3204266000,,28785,0.1846,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1987,,190250,,476606000,,48600,0.3506,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1988,,295807,,711532000,,29100,0.2756,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1989,,220845,,807197000,,29210,0.185,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1990,,190650,,502008000,,43969,0.2639,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1991,,164695,,415158000,,37700,0.2476,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1992,,131673,,615417000,,31856,0.2776,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1993,,113009,,801863000,,36763,0.3582,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1994,,94100,,457265000,,33908,0.3649,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1995,,83260,,831214000,,27792,0.4704,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1996,,62106,,819740000,,32534,0.5849,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1997,,63708,,527646000,,27225,0.5384,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1998,,52021,,385340000,,38895,1.0404,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,1999,,44422,,438286000,,26109,0.7103,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,2000,,36853,,445535000,,19846,0.5325,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,2001,,34200,,545980000,,14756,0.6413,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,2002,,32751,,449948000,,17826,0.7107,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,2003,,37634,,466149000,,16502,0.6475,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,2004,,39554,,519939000,,13727,0.5969,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,2005,,39363,,300321000,,16231,0.5895,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,2006,,37579,,170088000,,19193,0.8456,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,2007,,30246,,282728000,,17791,0.6456,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,2008,,22584,,260624000,,13340,0.6461,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,2009,,24968,,1599679000,,10468,0.5634,,N Atlantic,E
HERRVIaVIIbc,Herring,Herring ICES VIa-VIIb-VIIc,Clupea harengus,2010,,23498,,,,10241,0.5474,,N Atlantic,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1951,75822.97,54001.97,,1418100000,21821,,0.22,0.28778878,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1952,37571.66,10563.66,,916600000,27008,,0.927,0.718839679,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1953,42409.76,42389.76,,1284800000,20,,0,0.00047159,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1954,54637.78,21428.78,,1620000000,33209,,0.591,0.607802879,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1955,38887.67,32764.67,,1309300000,6123,,0.096,0.157453506,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1956,55154.79,38056.79,,1340000000,17098,,0.24,0.310000274,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1957,56704.63,54092.63,,1023200000,2612,,0.03,0.046063258,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1958,69352.11,68796.11,,606500000,556,,0.005,0.00801706,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1959,85587.51,16364.51,,1876300000,69223,,1.277,0.808797919,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1960,63338.22,9427.22,,1131200000,53911,,1.439,0.851160642,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1961,45029.56,18594.56,,1841700000,26435,,0.608,0.587058812,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1962,58423.57,34739.57,,936200000,23684,,0.345,0.405384334,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1963,32986,14780,,747800000,18206,,0.552,0.551931122,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1964,50575.27,29309.27,,573800000,21266,,0.34,0.420482184,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1965,33679.22,17633.22,,590100000,16046,,0.375,0.476436212,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1966,17642.63,6799.63,,547700000,10843,,0.544,0.614590908,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1967,24113.8,8968.8,,1121100000,15145,,0.566,0.628063598,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1968,17555.45,17555.45,,1792100000,0,,0,0,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1969,16954.01,16954.01,,1134700000,0,,0,0,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1970,43225.79,43225.79,,1338900000,0,,0,0,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1971,59486.28,59486.28,,1520000000,0,,0,0,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1972,40247.98,33353.98,,2609600000,6894,,0.175,0.171288099,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1973,47807.1,29504.1,,1373400000,18303,,0.452,0.382851083,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1974,119078.87,102744.87,,1402200000,16334,,0.132,0.137169592,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1975,120434.14,94325.14,,2987600000,26109,,0.218,0.216790687,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1976,105003.96,66178.96,,984700000,38825,,0.424,0.36974796,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1977,87063.76,57020.76,,2651200000,30043,,0.393,0.345068947,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1978,86104.79,63359.79,,1670200000,22745,,0.258,0.264154875,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1979,104242.88,85548.88,,862500000,18694,,0.175,0.179331193,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1980,136802,132820,,476400000,3982,,0.024,0.029107762,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1981,147104.21,139015.21,,634200000,8089,,0.05,0.054988229,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1982,87275.05,81788.05,,1354400000,5487,,0.057,0.062870202,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1983,54227.96,45652.96,,1235600000,8575,,0.155,0.158128759,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1984,51175.92,44599.92,,576000000,6576,,0.124,0.128497934,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1985,88063.88,87885.88,,3742800000,178,,0.002,0.00202126,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1986,75118,74914,,914300000,204,,0.003,0.002715727,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1987,56915.25,40981.25,,1229700000,15934,,0.306,0.279960116,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1988,44319.07,34595.07,,857200000,9724,,0.228,0.219408936,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1989,67273.96,53984.96,,2786200000,13289,,0.203,0.197535569,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1990,56619.32,46770.32,,1705600000,9849,,0.176,0.173951224,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1991,37362.69,28727.69,,1343500000,8635,,0.241,0.23111291,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1992,43517.24,39804.24,,609600000,3713,,0.081,0.085322507,N Pacific,E
HERRWCVANI,Pacific herring,Pacific herring West Coast of Vancouver Island,Clupea pallasii,1993,40171.72,34559.72,,804400000,5612,,0.139,0.139700267,N Pacific,E
